pl_name,hostname,pl_masse,pl_rade,pl_orbper,pl_eqt,st_teff,discoverymethod,disc_year
Kepler-1331 b,Kepler-1331,,1.05,0.789161653,,4508.0,Transit,2016.0
Kepler-487 d,Kepler-487,,2.77513568,2.418390036,,5422.0,Transit,2021.0
HAT-P-42 b,HAT-P-42,331.801,14.348,4.641878,1428.0,5743.0,Transit,2012.0
TOI-2364 b,TOI-2364,71.51139158,8.60849718,4.0197517,1091.0,5306.0,Transit,2023.0
Kepler-218 d,Kepler-218,,2.66,124.5244647,,5542.0,Transit,2016.0
HATS-26 b,HATS-26,206.5895,19.61575,3.3023881,1918.0,6071.0,Transit,2016.0
K2-133 d,K2-133,,2.003,11.02454,,3655.0,Transit,2017.0
TOI-1696 b,TOI-1696,48.8,3.09,2.500311,489.0,3185.0,Transit,2022.0
TOI-4377 b,TOI-4377,304.1617855,15.10970598,4.378081,,4974.0,Transit,2023.0
pi Men c,HD 39091,,2.0189,6.2678399,,5998.0,Transit,2018.0
HD 102365 b,HD 102365,,,122.1,,5630.0,Radial Velocity,2010.0
HD 136352 c,HD 136352,11.24,2.916,27.59221,677.0,5664.0,Radial Velocity,2019.0
HD 160691 b,HD 160691,1366.6621501,,645.0,,5773.0,Radial Velocity,2000.0
CoRoT-20 b,CoRoT-20,1366.669,,9.24285,,,Transit,2011.0
WASP-194 b,WASP-194,373.13054982,15.47960235,3.183387,1693.0,6405.0,Transit,2025.0
TOI-1117 b,TOI-1117,8.9,2.46,2.22816,1538.0,5635.0,Transit,2025.0
HATS-42 b,HATS-42,597.5204,15.6926,2.292102,1856.0,6060.0,Transit,2018.0
TOI-1742 b,TOI-1742,9.7,2.36507598,21.269084,694.09,5815.0,Transit,2024.0
K2-216 b,K2-216,8.0,1.75,2.1748,1103.0,4503.0,Transit,2018.0
TOI-4214 b,TOI-4214,165.27077164,10.68215861,3.4913885,1642.0,6370.0,Transit,2025.0
TOI-2202 b,TOI-2202,287.31687993,10.95117414,11.9126075,,5169.0,Transit,2021.0
TOI-1694 b,TOI-1694,31.3,5.3422266,3.770107,943.19,5058.0,Transit,2023.0
HD 213885 c,HD 213885,,,4.78503,1265.4,5978.0,Radial Velocity,2019.0
LTT 1445 A c,LTT 1445 A,1.54,1.147,3.1239035,508.0,3340.0,Transit,2022.0
Kepler-65 b,Kepler-65,,1.42,2.15491,,6211.0,Transit,2012.0
Kepler-411 e,Kepler-411,10.8,,31.509728,503.0,,Transit Timing Variations,2018.0
HATS-40 b,HATS-40,505.3497,17.71022,3.2642736,2101.0,6460.0,Transit,2018.0
WASP-41 c,WASP-41,,,421.0,241.0,5545.0,Radial Velocity,2015.0
HAT-P-57 b,HAT-P-57,448.1403,19.50366,2.4653,,6330.0,Transit,2015.0
TOI-733 b,TOI-733,5.72,1.992,4.884765,1055.8,5585.0,Transit,2023.0
Qatar-6 b,Qatar-6,212.31044,11.903958,3.506195,1006.0,5052.0,Transit,2017.0
WASP-132 c,WASP-132,6.26,1.841,1.01153624,1329.0,4686.0,Transit,2022.0
WASP-47 b,WASP-47,374.0,12.86,4.159151,,,Transit,2012.0
WASP-47 e,WASP-47,9.0,1.83,0.78961,,,Transit,2015.0
TOI-4379 b,TOI-4379,353.74301699,16.69017226,3.25352,,6020.0,Transit,2024.0
K2-419 A b,K2-419 A,196.0,10.55,20.35847252,377.0,3711.0,Transit,2024.0
TOI-260 b,TOI-260,4.23,1.71,13.475853,493.0,4026.0,Transit,2024.0
TOI-5795 b,TOI-5795,23.66,5.62,6.1406325,1136.78,5715.0,Transit,2025.0
WASP-57 b,WASP-57,204.68252,11.76945,2.83891856,1338.0,5600.0,Transit,2012.0
TOI-169 b,TOI-169,251.40353,12.172974,2.2554477,1715.0,5880.0,Transit,2020.0
HD 108236 e,HD 108236,,3.083,19.590025,,5660.0,Transit,2020.0
HD 28109 b,HD 28109,6.2,2.69,22.891054,867.0,6189.0,Transit,2022.0
HATS-16 b,HATS-16,1039.3041,14.5717,2.686502,1592.0,5738.0,Transit,2016.0
WASP-117 b,WASP-117,95.349,11.88154,10.02165,,6040.0,Transit,2014.0
HD 65216 c,HD 65216,,,5370.0,,5612.0,Radial Velocity,2013.0
HD 108236 b,HD 108236,,1.615,3.795963,,5660.0,Transit,2020.0
HD 108236 c,HD 108236,,2.071,6.203449,,5660.0,Transit,2020.0
TOI-1233.01,HD 108236,,2.539,14.175685,,5660.0,Transit,2021.0
TOI-682.01,TOI-682,,3.74186,6.8392388,1090.0,5085.0,Transit,2021.0
KOI-217 b,KOI-217,,12.442,3.90512,,5545.0,Transit,2010.0
HD 65216 b,HD 65216,,,577.6,,5612.0,Radial Velocity,2003.0
TOI-1246 c,TOI-1246,9.1,2.45109846,5.904137,862.49,5213.0,Transit,2022.0
HATS-13 b,HATS-13,172.58169,13.585308,3.0440499,1244.0,5523.0,Transit,2015.0
K2-28 b,K2-28,,2.32,2.260455,568.0,3214.0,Transit,2016.0
TOI-237 b,TOI-237,,1.44,5.436098,388.0,3212.0,Transit,2020.0
K2-406 b,K2-406,,4.602,22.549406,,5784.0,Transit,2022.0
K2-321 b,K2-321,,2.05124347,2.2979749,830.0,3750.0,Transit,2020.0
HATS-15 b,HATS-15,689.6911,12.385945,1.74748753,1505.0,5311.0,Transit,2016.0
TOI-2076 c,TOI-2076,55.0,3.69441587,21.015327,543.16,5192.0,Transit,2021.0
TOI-244 b,TOI-244,2.68,1.52,7.397225,458.0,3433.0,Transit,2023.0
WASP-68 b,WASP-68,343.2564,14.79588,5.0843,,5910.0,Transit,2014.0
TOI-2076 d,TOI-2076,29.0,3.43087751,35.125686,457.68,5192.0,Transit,2021.0
TOI-261.02,TOI-261,,3.34822227,13.03935862135,1007.53,5890.3,Transit,2021.0
TOI-1230.01,TOI-1230,,3.23968384,25.05713123288,688.61,5696.0,Transit,2021.0
TOI-1054.01,TOI-1054,,2.43432,15.5077855,853.0,6122.0,Transit,2021.0
LP 890-9 c,LP 890-9,25.3,1.367,8.457463,272.0,2850.0,Transit,2022.0
HD 191939 b,HD 191939,10.0,3.41,8.8803256,880.0,5348.0,Transit,2020.0
HD 191939 c,HD 191939,8.0,3.195,28.579743,600.0,5348.0,Transit,2020.0
HD 191939 d,HD 191939,2.8,2.995,38.353037,540.0,5348.0,Transit,2020.0
TOI-836 b,TOI-836,4.53,1.704,3.81673,871.0,4552.0,Transit,2023.0
TOI-261.01,TOI-261,,3.0449863,3.3639254,1722.49,5890.3,Transit,2021.0
TOI-2076 b,TOI-2076,,2.39,10.355235,738.0,5201.0,Transit,2021.0
TOI-2076 e,TOI-2076,,1.355,3.0223445,1138.0,5192.0,Transit,2025.0
TOI-1203 b,TOI-1203,3.51,1.52,4.1572888,1361.2,5737.0,Radial Velocity,2025.0
TOI-1203.01,TOI-1203,7.39,2.918,25.502672,743.6,5737.0,Transit,2021.0
TOI-1203 e,TOI-1203,,,204.59,,5737.0,Radial Velocity,2025.0
TOI-969 b,TOI-969,9.1,2.765,1.8237305,941.0,4435.0,Transit,2022.0
WASP-93 b,WASP-93,467.2101,17.900773,2.7325321,1942.0,6700.0,Transit,2016.0
Kepler-289 c,Kepler-289,157.18,11.23,125.8723,,5990.0,Transit,2014.0
HD 108236 f,HD 108236,,2.017,29.54115,,5660.0,Transit,2021.0
TOI-6029 b,TOI-6029,519.64944544,14.39233122,5.7987,,6223.0,Transit,2024.0
HD 191939 e,HD 191939,,,101.12,390.0,5348.0,Radial Velocity,2022.0
HD 191939 f,HD 191939,,,2898.0,,5348.0,Radial Velocity,2022.0
TOI-1243 b,TOI-1243,7.7,2.33,4.6594779,450.0,3515.0,Transit,2026.0
TOI-5388.01,TOI-5388,2.2,0.99,2.5946748,488.0,3440.0,Transit,2024.0
TOI-2096 b,TOI-2096,,1.243,3.1190633,445.0,3300.0,Transit,2023.0
TOI-4600 b,TOI-4600,959.84178914,6.8,82.6869,347.0,5170.0,Transit,2023.0
TOI-181 b,TOI-181,46.1687,6.9559,4.532,895.1,4994.0,Transit,2023.0
TOI-469.01,TOI-469,9.1,3.41,13.6308205,716.0,5289.0,Transit,2021.0
TOI-5319 b,TOI-5319,,2.83,4.07853,695.0,3580.0,Transit,2024.0
HIP 65 A b,HIP 65 A,1021.18779,22.75427,0.9809734,1411.0,4590.0,Transit,2020.0
TOI-2128 b,TOI-2128,4.5,2.08874836,16.34136,780.53,5968.0,Transit,2024.0
Kepler-918 b,Kepler-918,,1.74,4.85386933,,6028.0,Transit,2016.0
TOI-561 c,TOI-561,5.93,2.865,10.778838,802.0,,Transit,2020.0
WASP-41 b,WASP-41,270.1555,12.3299,3.0524,,5545.0,Transit,2012.0
TOI-2449 b,TOI-2449,222.0,11.24,106.14468,400.0,6021.0,Transit,2025.0
WASP-138 b,WASP-138,387.7526,12.21781,3.634433,1590.0,6272.0,Transit,2016.0
K2-266 c,K2-266,,0.705,7.814,664.5,4285.0,Transit,2018.0
TOI-3856 b,TOI-3856,171.62733978,13.59649359,2.04360352,1544.0,5622.0,Transit,2025.0
TOI-837 b,TOI-837,120.45696625,9.16894621,8.3249113,995.3,5995.0,Transit,2020.0
TOI-4504 b,TOI-4504,,2.691,2.42614,,5315.0,Transit,2024.0
K2-174 b,K2-174,,2.6,19.562307,455.0,4455.0,Transit,2018.0
Kepler-289 e,Kepler-289,17.4,,330.0716,,,Transit,2025.0
TOI-5720 b,TOI-5720,4.3,1.09,1.4344555,708.0,3325.0,Transit,2024.0
HATS-1 b,HATS-1,589.55,14.594,3.446459,1359.0,5870.0,Transit,2012.0
TOI-4641 b,TOI-4641,1229.99593509,8.18255591,22.09341,,6560.0,Transit,2023.0
TOI-1450 A c,TOI-1450 A,,,5.0688,533.0,3437.0,Transit,2024.0
NGTS-21 b,NGTS-21,750.07504052,14.90794433,1.5433897,1357.0,4660.0,Transit,2022.0
TOI-2295 b,TOI-2295,278.09985612,16.47720163,30.033302,747.0,5730.0,Transit,2024.0
TOI-2031 A b,TOI-2031 A,254.2627256,14.20177855,5.71548654,1358.0,6490.0,Transit,2025.0
WASP-82 b,WASP-82,371.8611,18.15858,2.70579,,6480.0,Transit,2015.0
Kepler-25 d,Kepler-25,71.9,,122.4,,,Radial Velocity,2014.0
HD 21520 b,HD 21520,17.7,2.697,25.1292,637.0,5871.0,Transit,2024.0
TOI-1011 b,TOI-1011,4.04,1.45,2.470498,,5475.0,Transit,2025.0
HAT-P-37 b,HAT-P-37,371.528,13.204,2.797436,1271.0,5500.0,Transit,2011.0
KOI-1599.01,KOI-1599,4.6,1.9,20.4415,,,Transit,2019.0
Kepler-1517 b,Kepler-1517,,9.76,5.546083665,,7010.0,Transit,2016.0
WASP-29 b,WASP-29,73.1009,8.63093,3.92273,,4800.0,Transit,2010.0
HD 221416 b,HD 221416,60.5,9.17,14.2767,,5080.0,Transit,2019.0
K2-285 e,K2-285,10.7,1.95,14.76289,500.9,4975.0,Transit,2018.0
K2-27 b,K2-27,30.2,4.74,6.771347,836.0,5246.0,Transit,2016.0
TOI-4529 b,TOI-4529,4.9,1.77,5.879577,511.0,3697.0,Transit,2026.0
TOI-2986 b,TOI-2986,96.61983573,9.292245,3.2783662,1622.0,5906.0,Transit,2025.0
TOI-756 b,TOI-756,9.83,2.81,1.2392495,934.0,3657.0,Transit,2025.0
HD 110113 b,HD 110113,4.55,2.05,2.541,1371.0,5732.0,Transit,2021.0
TOI-1273 b,TOI-1273,70.55790635,11.09689089,4.631296,1211.0,5690.0,Transit,2024.0
TOI-1266 b,TOI-1266,4.46,2.52,10.8945,415.0,3563.0,Transit,2020.0
Kepler-37 e,Kepler-37,,,51.196,,,Transit Timing Variations,2014.0
GJ 3929 c,GJ 3929,,,15.04,317.0,3384.0,Radial Velocity,2022.0
TOI-1136 b,TOI-1136,3.5,,4.1727,1216.0,5770.0,Transit,2022.0
TOI-132 b,TOI-132,22.4,3.42,2.1097019,1395.0,5397.0,Transit,2020.0
TOI-2207 b,TOI-2207,203.41018048,11.1529358,8.001968,1259.0,6101.0,Transit,2022.0
K2-290 c,K2-290,246.00042,11.276254,48.36685,676.0,6302.0,Transit,2019.0
WASP-19 b,WASP-19,366.77398168,15.86070769,0.78883852,2113.0,5616.0,Transit,2009.0
K2-79 b,K2-79,9.2,4.09,10.9947,1022.0,5897.0,Transit,2016.0
K2-222 b,K2-222,8.7,2.35,15.38857,871.0,5942.0,Transit,2018.0
WASP-12 b,WASP-12,,22.02564708,1.091418901,,6265.0,Transit,2008.0
WASP-4 b,WASP-4,381.3940884,15.12091496,1.338230994,1653.0,,Transit,2007.0
TOI-7166 b,TOI-7166,,2.01,12.92063621,249.0,3099.0,Transit,2025.0
XO-3 b,XO-3,4217.58296089,14.79585452,3.19152309,1890.0,6970.0,Transit,2007.0
HD 68475 b,HD 68475,1639.99458012,,7832.0,,5022.0,Radial Velocity,2026.0
HD 100508 b,HD 100508,381.3940884,,5681.0,,5419.0,Radial Velocity,2026.0
HD 114386 c,HD 114386,,,444.0,,4895.0,Radial Velocity,2026.0
HD 217107 b,HD 217107,459.57987652,,7.1270166,,,Radial Velocity,1998.0
TOI-813 b,TOI-813,,6.71,83.8911,610.0,5907.0,Transit,2020.0
TOI-220 b,TOI-220,13.8,3.03,10.695264,805.0,5298.0,Transit,2021.0
CoRoT-2 b,CoRoT-2,1102.82,16.432,1.7429935,,5625.0,Transit,2008.0
TrES-3 b,TrES-3,607.03,14.975,1.30618581,,5650.0,Transit,2007.0
WASP-5 b,WASP-5,502.15,12.184,1.6284279,1706.0,5700.0,Transit,2008.0
TrES-5 b,TrES-5,568.9157,13.383546,1.48224686,1480.0,5171.0,Transit,2011.0
WASP-114 b,WASP-114,562.24127,15.008851,1.5487743,2043.0,5940.0,Transit,2016.0
WASP-99 b,WASP-99,772.3269,11.43318,5.75251,,6150.0,Transit,2014.0
HD 114386 b,HD 114386,,,937.70001,,4836.0,Radial Velocity,2003.0
NGTS-6 b,NGTS-6,425.57437,14.863134,0.882059,1283.9,4730.0,Transit,2019.0
WASP-45 b,WASP-45,306.38812,10.603714,3.126089,1153.0,5150.0,Transit,2011.0
WD 1856+534 b,WD 1856+534,4386.054,10.4,1.4079405,163.0,4710.0,Transit,2020.0
HAT-P-60 b,HAT-P-60,182.43350562,18.28184752,4.7947813,1772.0,6212.0,Transit,2021.0
HD 190360 c,HD 190360,25.42627256,,17.1173,,,Radial Velocity,2005.0
HD 154345 b,HD 154345,376.9444907,,3280.0,,,Radial Velocity,2006.0
HD 217107 c,HD 217107,1388.91013859,,5138.7,,,Radial Velocity,2005.0
HD 190360 b,HD 190360,533.95172376,,2892.0,,,Radial Velocity,2003.0
TOI-2094 b,TOI-2094,,1.9,18.793193,276.0,3435.0,Transit,2026.0
TOI-3474 b,TOI-3474,193.87532827,14.67255574,3.8795105,1451.0,6020.0,Transit,2025.0
GJ 357 d,GJ 357,,,55.661,219.6,3505.0,Radial Velocity,2019.0
NGTS-18 b,NGTS-18,129.99181846,13.56286665,3.05125,1381.0,5610.0,Transit,2021.0
TOI-561 d,TOI-561,13.33,2.615,25.71268,600.0,,Transit,2020.0
HIP 29442 c,TOI-469,4.5,1.551,3.5379559,1123.0,5289.0,Radial Velocity,2023.0
TOI-836.01,TOI-836,9.6,2.587,8.59545,665.0,4552.0,Transit,2021.0
TOI-1203 c,TOI-1203,,,13.0766,,5737.0,Radial Velocity,2025.0
TOI-5726.01,TOI-5726,,2.554,5.491125215,,5874.0,Transit,2024.0
HD 191939 g,HD 191939,,,284.0,278.0,5348.0,Radial Velocity,2022.0
Kepler-762 b,Kepler-762,,12.68,3.770552098,,5944.0,Transit,2016.0
WASP-195 b,WASP-195,33.05415433,10.31226224,5.051928,1522.0,6300.0,Transit,2025.0
LP 890-9 b,LP 890-9,13.2,1.32,2.7299025,396.0,2850.0,Transit,2022.0
KOINTREAU-3 b,ISO-Oph 96,1080.6165838,,,,3920.0,Imaging,2026.0
KOINTREAU-4 b,2MASS J16262785-2625152,4862.7746271,,,,,Imaging,2026.0
TOI-4336 A b,TOI-4336 A,3.33,2.137,16.336351,309.4,3307.0,Transit,2024.0
TOI-4336 A c,TOI-4336 A,1.55,1.251,7.587266,399.5,3307.0,Transit,2026.0
TOI-4342 b,TOI-4342,7.3,2.329,5.5382592,639.0,3866.0,Transit,2023.0
TOI-4342 c,TOI-4342,4.8,2.349,10.688662,514.0,3866.0,Transit,2023.0
HIP 29442 d,TOI-469,5.14,1.538,6.429575,920.0,5289.0,Radial Velocity,2023.0
Kepler-1512 b,Kepler-1512,,1.18,20.35972599,,4372.0,Transit,2016.0
L 168-9 b,L 168-9,4.07,1.63,1.40152604,998.0,3842.0,Transit,2020.0
TOI-564 b,TOI-564,464.98529,11.43318,1.651144,1714.0,5640.0,Transit,2020.0
Kepler-412 b,Kepler-412,299.07803,15.031269,1.7208604,1850.0,5750.0,Transit,2014.0
TOI-2345 c,TOI-2345,7.27,2.451,21.064302,544.0,4687.0,Transit,2025.0
HD 73256 c,HD 73256,5085.254512,,2690.0,,,Radial Velocity,2023.0
TOI-2134 c,TOI-2134,41.89,7.27,95.5,306.0,4580.0,Transit,2023.0
TOI-2886 b,TOI-2886,444.9597698,18.6405349,1.60200105,1978.0,6240.0,Transit,2025.0
LP 791-18 b,LP 791-18,,1.212,0.9479981,564.3,2960.0,Transit,2019.0
TOI-411 c,HD 22946,9.72,2.328,9.573083,931.0,6169.0,Transit,2022.0
HD 22946 d,HD 22946,26.57,2.607,47.42489,546.0,6169.0,Transit,2023.0
TOI-1898 b,TOI-1898,129.0,9.39553231,45.52234,674.54,6241.0,Transit,2024.0
TIC 257060897 b,TIC 257060897,201.50321004,17.26183028,3.66003639,1775.0,5993.0,Transit,2021.0
V1298 Tau c,V1298 Tau,4.7,5.08,8.249164,953.0,4970.0,Transit,2019.0
V1298 Tau d,V1298 Tau,6.0,6.53,12.401394,831.0,4970.0,Transit,2019.0
V1298 Tau e,V1298 Tau,15.3,10.17,48.677714,527.0,4970.0,Transit,2019.0
HD 28185 c,HD 28185,1906.970442,,9090.0,,5602.0,Radial Velocity,2022.0
LP 791-18 c,LP 791-18,7.16,2.488,4.98991,,2960.0,Transit,2019.0
LP 791-18 d,LP 791-18,0.91,1.032,2.75485,,2960.0,Transit,2023.0
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,241.54958932,,,,,Microlensing,2026.0
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,336.89811142,,,,,Microlensing,2026.0
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,1395.26670673,,,,,Microlensing,2026.0
GJ 887 c,GJ 887,,,21.784,320.0,3688.0,Radial Velocity,2020.0
GJ 887 d,GJ 887,,,50.77,241.0,3688.0,Radial Velocity,2026.0
HD 164604 b,HD 164604,4195.3349724,,653.9,,4663.0,Radial Velocity,2009.0
LHS 1903 e,LHS 1903,5.79,1.732,29.31773,333.0,3664.0,Transit,2026.0
Kepler-45 b,Kepler-45,160.497,10.76,2.455239,1000.0,3820.0,Transit,2011.0
HD 106315 b,HD 106315,12.6,2.44,9.55237,1153.0,6327.0,Transit,2017.0
HD 106315 c,HD 106315,15.2,4.35,21.05704,886.0,6327.0,Transit,2017.0
HD 97658 b,HD 97658,8.3,2.12,9.4897116,751.0,5212.0,Radial Velocity,2010.0
AU Mic e,AU Mic,21.1,,33.11,,3665.0,Radial Velocity,2025.0
AU Mic b,AU Mic,8.99,4.79,8.463446,554.8,3540.0,Transit,2020.0
WASP-189 b,WASP-189,632.47852993,18.14733975,2.724033,3353.0,8000.0,Transit,2020.0
Gliese 12 b,Gliese 12,0.95,0.93,12.761418,,3328.0,Transit,2024.0
HAT-P-7 b,HAT-P-7,584.8072,16.92559,2.20474,,6389.0,Transit,2008.0
TOI-2669 b,TOI-2669,193.87532827,19.72780603,6.2034,,4800.0,Transit,2022.0
HD 48948 d,HD 48948,,,151.92,349.0,4593.0,Radial Velocity,2024.0
K2-3 d,K2-3,2.2,1.458,44.55603,305.2,3844.0,Transit,2015.0
K2-403 b,K2-403,,5.333,33.589979,,5511.0,Transit,2022.0
TOI-2411 b,TOI-2411,,1.68,0.7826942,1355.0,4099.0,Transit,2022.0
TOI-5734 b,TOI-5734,9.1,2.1,6.1841876,688.0,4750.0,Transit,2026.0
Kepler-1987 b,Kepler-1987,,1.23,2.345863002,997.0,4769.0,Transit,2023.0
WASP-126 c,WASP-126,64.2,,7.63,,5800.0,Transit Timing Variations,2019.0
K2-167 b,K2-167,,2.36509493,9.978541,1220.0,6310.0,Transit,2018.0
K2-348 b,K2-348,,3.26,4.688418,908.0,5077.0,Transit,2021.0
K2-165 d,K2-165,,2.64809498,14.101361,,5185.0,Transit,2018.0
K2-266 d,K2-266,8.9,2.93,14.697,538.3,4285.0,Transit,2018.0
47 UMa b,47 UMa,,,1078.0,,5872.0,Radial Velocity,1996.0
47 UMa d,47 UMa,,,14002.0,,5872.0,Radial Velocity,2009.0
61 Vir d,61 Vir,,,123.01,,5577.0,Radial Velocity,2009.0
HD 147513 b,HD 147513,,,528.4,,5883.0,Radial Velocity,2003.0
HD 219134 h,HD 219134,,,2247.0,,4913.0,Radial Velocity,2015.0
WASP-98 b,WASP-98,293.03926,12.823096,2.96264036,1171.0,5473.0,Transit,2014.0
Kepler-856 b,Kepler-856,,9.3,8.027680595,,5535.0,Transit,2016.0
K2-261 b,K2-261,68.96876432,9.26982704,11.6334681,1036.0,5490.0,Transit,2018.0
TOI-1855 b,TOI-1855,360.09958513,18.49481816,1.36414864,1701.0,5359.0,Transit,2024.0
K2-188 c,K2-188,,2.83,7.810253,1026.0,5977.0,Transit,2018.0
HD 18599 b,HD 18599,24.1,2.6,4.1374354,,5145.0,Transit,2022.0
WASP-141 b,WASP-141,854.9627,13.56289,3.310651,1540.0,5900.0,Transit,2016.0
TOI-5398 b,TOI-5398,58.7,10.3,10.590547,947.0,6000.0,Transit,2022.0
TOI-871 b,TOI-871,,1.664,14.362565,621.0,4929.0,Transit,2024.0
WASP-148 c,WASP-148,124.58873554,,34.524,,5555.0,Radial Velocity,2020.0
TOI-4153 b,TOI-4153,365.50266805,16.11851425,4.6174141,1669.0,6860.0,Transit,2024.0
TOI-1052 c,TOI-1052,,,35.806,719.0,6146.0,Radial Velocity,2023.0
K2-165 c,K2-165,,1.55409035,4.382745,,5185.0,Transit,2018.0
Kepler-493 b,Kepler-493,,15.13,3.003876581,,6457.0,Transit,2016.0
TOI-178 f,TOI-178,5.63,2.417,15.23335,,4316.0,Transit,2021.0
HATS-31 b,HATS-31,279.6904,18.38276,3.37796,1823.0,6050.0,Transit,2016.0
WASP-44 b,WASP-44,276.5121,12.3299,2.423804,1337.0,5420.0,Transit,2011.0
TOI-1062 b,TOI-1062,10.15,2.265,4.11296,1077.0,5328.0,Transit,2021.0
TOI-6038 A b,TOI-6038 A,78.5,6.41,5.8267311,1439.0,6110.0,Transit,2025.0
HD 219134 b,HD 219134,4.74,1.602,3.092926,1015.0,4699.0,Radial Velocity,2015.0
HD 219134 c,HD 219134,4.36,1.511,6.76458,782.0,4699.0,Radial Velocity,2015.0
tau Cet g,tau Cet,,,20.0,,,Radial Velocity,2017.0
tau Cet e,tau Cet,,,162.87,,,Radial Velocity,2017.0
HD 3651 b,HD 3651,,,62.25,,5221.0,Radial Velocity,2003.0
HD 141004 b,HD 141004,,,15.5083,,5885.38,Radial Velocity,2021.0
TOI-5076 b,TOI-5076,16.14568308,3.48935569,23.443162,550.0,4780.0,Transit,2024.0
Kepler-883 b,Kepler-883,,1.78,12.98495573,,6116.0,Transit,2016.0
K2-188 b,K2-188,,1.35,1.742169,1692.0,5977.0,Transit,2018.0
WASP-116 b,WASP-116,203.41018048,13.67495645,6.6132,1414.0,6250.0,Transit,2025.0
K2-277 b,K2-277,,2.18575124,6.326768,1049.0,5680.0,Transit,2018.0
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,3690.0,,,,,Microlensing,2013.0
Kepler-550 b,Kepler-550,,4.42,8.600104109,,5322.0,Transit,2016.0
TOI-1136 d,TOI-1136,8.35,,12.5199,843.0,5770.0,Transit,2022.0
TOI-1294 c,TOI-1294,,,159.9,,5718.0,Radial Velocity,2024.0
TOI-833 b,TOI-833,,1.27,1.0418777,1118.0,3920.0,Transit,2022.0
TOI-640 b,TOI-640,181.16219199,19.2794468,5.003777,1816.0,6460.0,Transit,2021.0
HD 101581 c,HIP 56998,,0.99,6.20401,747.0,4675.0,Transit,2025.0
TOI-1437 b,TOI-1437,9.6,2.24,18.840942,,6008.0,Transit,2024.0
TOI-1272 b,TOI-1272,27.0,4.13204907,3.31599,975.0,5065.0,Transit,2022.0
WASP-126 b,WASP-126,90.3,,3.28883,,5800.0,Transit,2016.0
HATS-62 b,HATS-62,56.89157,11.825495,3.2768837,1237.0,5416.0,Transit,2018.0
Kepler-74 b,Kepler-74,200.22,10.76,7.340711,1078.0,6000.0,Transit,2013.0
HATS-68 b,HATS-68,410.0007,13.809488,3.5862202,1741.0,6147.0,Transit,2018.0
Kepler-42 d,Kepler-42,,0.57,1.865169,450.0,3068.0,Transit,2011.0
TOI-4504 c,TOI-4504,1197.32317485,11.09689089,82.97213,,5315.0,Transit,2024.0
WASP-20 b,WASP-20,,15.46839337,,1362.0,,Transit,2015.0
Kepler-426 b,Kepler-426,108.06,12.22,3.21751883,1300.0,5725.0,Transit,2014.0
TOI-1749 d,TOI-1749,15.0,2.52,9.0497,533.0,3985.0,Transit,2021.0
HD 39091 b,HD 39091,4481.3805387,,2088.8,,5998.0,Radial Velocity,2001.0
55 Cnc B b,55 Cnc B,,,6.7994,,3286.0,Radial Velocity,2025.0
55 Cnc c,55 Cnc,,,44.3936,,5198.0,Radial Velocity,2004.0
55 Cnc f,55 Cnc,,,260.58,,5198.0,Radial Velocity,2007.0
HD 85426 c,TOI-1774,,,35.73,640.0,5746.0,Radial Velocity,2026.0
TOI-1518 b,TOI-1518,581.62598481,21.05046575,1.90261131,2546.0,7299.0,Transit,2021.0
HAT-P-67 b,HAT-P-67,143.02278315,23.9872187,4.8101069,,6640.0,Transit,2017.0
K2-291 b,K2-291,6.49,1.589,2.225177,,5520.0,Transit,2019.0
TOI-2346 b,TOI-2346,394.10722468,16.11851425,3.3312029,1689.0,6480.0,Transit,2025.0
HAT-P-62 b,HAT-P-62,241.86741773,12.02723629,2.6453235,1512.0,5629.0,Transit,2021.0
TOI-1408 b,TOI-1408,593.0,25.0,4.42587,,6117.0,Transit,2023.0
HD 118203 c,HD 118203,3747.19691853,,5103.0,,5742.0,Radial Velocity,2024.0
HD 73344 d,HD 73344,810.46243785,,5823.0,,6148.0,Radial Velocity,2025.0
TOI-1298 b,TOI-1298,99.0,9.65807033,4.537143,1278.0,5752.0,Transit,2021.0
TOI-5736 b,TOI-5736,,1.56,0.64899,1311.0,3949.0,Transit,2025.0
Kepler-15 b,Kepler-15,209.76,10.76,4.942782,,5515.0,Transit,2011.0
HD 158259 e,HD 158259,,,7.951,,,Radial Velocity,2020.0
CoRoT-12 b,CoRoT-12,291.438,16.14,2.828042,1442.0,5675.0,Transit,2010.0
TOI-4507 b,TOI-4507,20.0,8.2,104.61611,,6260.0,Transit,2025.0
TOI-715 b,TOI-715,,1.55,19.288004,234.0,3075.0,Transit,2023.0
TOI-1723 b,TOI-1723,,3.435,13.727012643,,5777.0,Transit,2024.0
TOI-663 c,TOI-663,3.65,2.26,4.6955507,553.0,3681.0,Transit,2024.0
TOI-1801 b,TOI-1801,5.738,2.079,10.64387,493.7,3863.0,Transit,2023.0
Kepler-471 b,Kepler-471,,14.96,5.014234575,,6733.0,Transit,2016.0
HATS-3 b,HATS-3,340.382,15.48,3.547851,1648.0,6351.0,Transit,2013.0
K2-308 b,K2-308,,9.916,3.38628,,6100.0,Transit,2019.0
